date,year,month,city,product_id,product_name,category,sub_category,channel,customer_type,unit_price,sales_qty,revenue,cost,profit,discount,rating
2025-05-12,2025,5,Mandailing Natal,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,16079573,12,171729839,125612548,46117291,0.11,3.6
2025-11-06,2025,11,Tanjungbalai,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,10775328,2,16594005,10803354,5790651,0.23,4.3
2025-05-11,2025,5,Pematangsiantar,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,16737129,9,140089769,101167600,38922169,0.07,4.0
2025-03-07,2025,3,Karo,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Business,5189379,16,53139240,36300555,16838685,0.36,4.5
2025-07-02,2025,7,Padangsidimpuan,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,5565733,3,10185291,8223626,1961665,0.39,4.5
2025-06-14,2025,6,Binjai,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Business,3820631,4,10239291,7456553,2782738,0.33,4.1
2025-10-20,2025,10,Deli Serdang,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,7106552,4,24446538,18629464,5817074,0.14,4.7
2025-11-30,2025,11,Tanjungbalai,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,17950667,4,56724107,44335311,12388796,0.21,4.7
2025-09-09,2025,9,Asahan,DT-3001,Tablet Plus,Electronics,Tablet,Online,Individual,6815114,1,4838730,3724599,1114131,0.29,4.4
2025-09-21,2025,9,Tapanuli Utara,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,11930158,8,79216249,52442254,26773995,0.17,3.6
2025-06-26,2025,6,Gunungsitoli,DT-1002,Laptop Air,Electronics,Laptop,Retail,Business,10918295,8,66383233,53620157,12763076,0.24,4.7
2025-04-01,2025,4,Binjai,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,11510903,5,50647973,33866864,16781109,0.12,3.7
2025-06-02,2025,6,Tanjungbalai,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Business,5655329,9,30538776,22661229,7877547,0.4,4.3
2025-07-21,2025,7,Deli Serdang,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,5178989,10,36770821,25255777,11515044,0.29,4.3
2025-02-27,2025,2,Pematangsiantar,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Business,5215179,8,30873859,21110087,9763772,0.26,4.1
2025-05-16,2025,5,Langkat,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,10426060,11,96336794,67597915,28738879,0.16,3.8
2025-03-12,2025,3,Sibolga,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,4012836,3,8788110,6568037,2220073,0.27,3.6
2025-01-29,2025,1,Tanjungbalai,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,13434682,4,41378820,33409900,7968920,0.23,4.9
2025-09-26,2025,9,Sibolga,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,13129799,13,138256783,93867403,44389380,0.19,4.6
2025-11-18,2025,11,Binjai,DT-3001,Tablet Plus,Electronics,Tablet,Distributor,Individual,5256367,48,242213391,159551163,82662228,0.04,4.8
2025-09-14,2025,9,Tapanuli Utara,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,13238683,8,79432098,57364850,22067248,0.25,4.5
2025-03-24,2025,3,Asahan,DT-3001,Tablet Plus,Electronics,Tablet,Online,Individual,7591666,4,17612665,14307247,3305418,0.42,4.6
2025-12-22,2025,12,Sibolga,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,12554398,9,70053540,54850474,15203066,0.38,3.9
2025-11-04,2025,11,Pematangsiantar,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,3486866,1,2719755,1708278,1011477,0.22,4.4
2025-03-09,2025,3,Langkat,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,12386330,12,108504250,69251011,39253239,0.27,4.3
2025-02-21,2025,2,Gunungsitoli,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,7347340,12,67007740,48738624,18269116,0.24,4.7
2025-04-05,2025,4,Tebing Tinggi,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,3501718,8,20169895,14979690,5190205,0.28,3.9
2025-09-25,2025,9,Tebing Tinggi,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,3529774,8,21743407,15858466,5884941,0.23,4.6
2025-02-03,2025,2,Asahan,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,11447748,1,8471333,5725302,2746031,0.26,3.9
2025-12-25,2025,12,Medan,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Business,3528950,10,18350540,11805369,6545171,0.48,4.5
2025-01-28,2025,1,Binjai,DT-3001,Tablet Plus,Electronics,Tablet,Distributor,Business,5935184,27,150634969,117116164,33518805,0.06,3.9
2025-11-22,2025,11,Langkat,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,10820893,5,50317152,31817999,18499153,0.07,4.8
2025-02-22,2025,2,Binjai,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,3339529,12,36066913,24439889,11627024,0.1,4.2
2025-11-01,2025,11,Langkat,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,9860896,2,12424728,9524253,2900475,0.37,3.9
2025-06-20,2025,6,Tapanuli Utara,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,12872385,6,53291673,32175405,21116268,0.31,4.8
2025-10-11,2025,10,Pematangsiantar,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,16532407,4,43645554,34823070,8822484,0.34,4.2
2025-02-20,2025,2,Mandailing Natal,DT-2002,Smartphone Lite,Electronics,Smartphone,Distributor,Individual,5816346,18,95271747,77714946,17556801,0.09,4.2
2025-10-09,2025,10,Simalungun,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,10225601,10,79759687,60132203,19627484,0.22,4.9
2025-01-18,2025,1,Tebing Tinggi,DT-3001,Tablet Plus,Electronics,Tablet,Online,Business,6089265,1,3531773,2181074,1350699,0.42,3.6
2025-08-12,2025,8,Langkat,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Business,2255979,8,13896830,8716605,5180225,0.23,4.9
2025-09-02,2025,9,Sibolga,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,5051670,4,14548809,11413219,3135590,0.28,4.2
2025-05-28,2025,5,Sibolga,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,17251493,1,10178380,6273058,3905322,0.41,4.8
2025-01-21,2025,1,Tapanuli Utara,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,3745191,10,31459604,24971802,6487802,0.16,5.0
2025-05-18,2025,5,Mandailing Natal,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,3221801,4,9278786,5572551,3706235,0.28,3.6
2025-08-22,2025,8,Padangsidimpuan,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,11333663,12,104723046,81794167,22928879,0.23,4.0
2025-05-17,2025,5,Tebing Tinggi,DT-2002,Smartphone Lite,Electronics,Smartphone,Distributor,Individual,4441332,36,147096915,107009788,40087127,0.08,4.4
2025-10-22,2025,10,Pematangsiantar,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,9040277,6,45020579,34409516,10611063,0.17,3.6
2025-10-18,2025,10,Asahan,DT-1001,Laptop Pro,Electronics,Laptop,Distributor,Individual,15382706,14,204589989,155197657,49392332,0.05,3.6
2025-05-11,2025,5,Padangsidimpuan,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,6716594,13,75091520,53439947,21651573,0.14,3.5
2025-10-26,2025,10,Deli Serdang,DT-1001,Laptop Pro,Electronics,Laptop,Distributor,Individual,15676510,13,193604898,153974923,39629975,0.05,4.3
2025-09-17,2025,9,Mandailing Natal,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Business,6755664,6,31616507,21197075,10419432,0.22,4.0
2025-05-01,2025,5,Tapanuli Utara,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,5183566,9,42919926,33566374,9353552,0.08,3.9
2025-09-03,2025,9,Tanjungbalai,DT-2001,Smartphone X,Electronics,Smartphone,Online,Business,9551982,4,21396439,13725505,7670934,0.44,3.5
2025-11-26,2025,11,Tebing Tinggi,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,17504154,1,11027617,7579583,3448034,0.37,4.4
2025-09-14,2025,9,Gunungsitoli,DT-1001,Laptop Pro,Electronics,Laptop,Distributor,Individual,16688769,29,469455071,334003071,135452000,0.03,4.7
2025-09-20,2025,9,Padangsidimpuan,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,9432516,3,23486964,18003951,5483013,0.17,3.8
2025-10-05,2025,10,Tapanuli Utara,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,7374074,12,80524888,59750116,20774772,0.09,3.7
2025-11-23,2025,11,Medan,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,11920777,8,73431986,59827706,13604280,0.23,4.7
2025-12-11,2025,12,Tapanuli Utara,DT-1002,Laptop Air,Electronics,Laptop,Distributor,Business,12500526,35,345639543,241863641,103775902,0.21,3.6
2025-03-24,2025,3,Asahan,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,18434559,6,55303677,34083761,21219916,0.5,3.6
2025-08-09,2025,8,Gunungsitoli,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Business,8797079,8,63338968,43402603,19936365,0.1,4.6
2025-04-16,2025,4,Medan,DT-3001,Tablet Plus,Electronics,Tablet,Online,Business,7716062,5,31250051,22530777,8719274,0.19,4.3
2025-03-02,2025,3,Mandailing Natal,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,12481568,5,36820625,23466261,13354364,0.41,5.0
2025-01-03,2025,1,Tebing Tinggi,DT-1002,Laptop Air,Electronics,Laptop,Online,Business,12581203,1,7926157,5263153,2663004,0.37,3.6
2025-01-30,2025,1,Tapanuli Utara,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,18997998,15,250773573,152871790,97901783,0.12,5.0
2025-06-22,2025,6,Simalungun,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,10110417,15,90993753,68398748,22595005,0.4,3.6
2025-08-29,2025,8,Padangsidimpuan,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Business,3949850,1,3120381,2472984,647397,0.21,4.5
2025-08-21,2025,8,Tebing Tinggi,DT-1002,Laptop Air,Electronics,Laptop,Retail,Business,12904942,11,124919838,82974767,41945071,0.12,3.6
2025-11-22,2025,11,Sibolga,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,4511913,5,15340504,10395049,4945455,0.32,4.8
2025-11-15,2025,11,Tanjungbalai,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,17446656,8,97701273,65283369,32417904,0.3,3.6
2025-03-07,2025,3,Medan,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,4349508,6,16963081,12907424,4055657,0.35,4.3
2025-02-08,2025,2,Tapanuli Utara,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,3276699,5,14581310,9254242,5327068,0.11,4.1
2025-12-19,2025,12,Langkat,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Business,9697742,16,93098323,65908229,27190094,0.4,4.5
2025-11-07,2025,11,Karo,DT-1001,Laptop Pro,Electronics,Laptop,Distributor,Individual,17441805,38,609765502,495714268,114051234,0.08,3.8
2025-02-18,2025,2,Asahan,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Business,16139565,15,213042258,149895430,63146828,0.12,4.0
2025-02-22,2025,2,Pematangsiantar,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,5175653,7,19926264,15368657,4557607,0.45,3.6
2025-07-02,2025,7,Tebing Tinggi,DT-2001,Smartphone X,Electronics,Smartphone,Online,Business,11076476,3,17943891,10827417,7116474,0.46,5.0
2025-02-08,2025,2,Gunungsitoli,DT-1001,Laptop Pro,Electronics,Laptop,Distributor,Individual,18410809,44,761471060,557450616,204020444,0.06,4.4
2025-09-18,2025,9,Asahan,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,13967490,14,177945822,144890535,33055287,0.09,3.5
2025-12-01,2025,12,Langkat,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,18285481,16,213574418,155979067,57595351,0.27,3.6
2025-08-31,2025,8,Binjai,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,9757947,6,52107436,38310156,13797280,0.11,3.7
2025-09-19,2025,9,Simalungun,DT-1002,Laptop Air,Electronics,Laptop,Retail,Business,11696454,2,18948255,14455380,4492875,0.19,4.1
2025-06-29,2025,6,Pematangsiantar,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,10901493,13,89283227,68561651,20721576,0.37,4.5
2025-04-29,2025,4,Gunungsitoli,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,3893217,1,2686319,1790689,895630,0.31,3.9
2025-10-20,2025,10,Deli Serdang,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,11625898,8,78126034,61787481,16338553,0.16,3.7
2025-05-09,2025,5,Sibolga,DT-1001,Laptop Pro,Electronics,Laptop,Distributor,Individual,15203748,29,423272344,296468155,126804189,0.04,4.0
2025-03-06,2025,3,Padangsidimpuan,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,11626424,2,14649294,11646725,3002569,0.37,4.9
2025-08-19,2025,8,Tanjungbalai,DT-1002,Laptop Air,Electronics,Laptop,Online,Business,13948997,5,48821489,37387645,11433844,0.3,3.6
2025-10-13,2025,10,Asahan,DT-2002,Smartphone Lite,Electronics,Smartphone,Distributor,Business,5190072,40,186842592,126372316,60470276,0.1,4.0
2025-09-28,2025,9,Langkat,DT-2002,Smartphone Lite,Electronics,Smartphone,Distributor,Individual,4617833,16,70929914,46435965,24493949,0.04,3.6
2025-12-05,2025,12,Gunungsitoli,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,3412750,8,16381200,9843421,6537779,0.4,5.0
2025-02-10,2025,2,Tebing Tinggi,DT-3001,Tablet Plus,Electronics,Tablet,Online,Business,7054696,4,21728463,13869494,7858969,0.23,5.0
2025-05-03,2025,5,Binjai,DT-3001,Tablet Plus,Electronics,Tablet,Distributor,Business,6296061,46,269345489,176043401,93302088,0.07,4.9
2025-12-07,2025,12,Sibolga,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,16616642,14,165169421,124210422,40958999,0.29,3.8
2025-01-09,2025,1,Tapanuli Utara,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Business,3634495,8,21225450,16663786,4561664,0.27,4.5
2025-01-10,2025,1,Simalungun,DT-1002,Laptop Air,Electronics,Laptop,Distributor,Individual,14763353,25,358011310,268015019,89996291,0.03,4.4
2025-03-22,2025,3,Medan,DT-3001,Tablet Plus,Electronics,Tablet,Online,Individual,5403165,4,11670836,9567115,2103721,0.46,4.7
2025-08-29,2025,8,Padangsidimpuan,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Business,3089935,8,20764363,16518001,4246362,0.16,4.1
2025-08-23,2025,8,Pematangsiantar,DT-3001,Tablet Plus,Electronics,Tablet,Online,Individual,6512967,3,16412676,12157625,4255051,0.16,4.7
2025-06-26,2025,6,Medan,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,3550584,1,1881809,1396385,485424,0.47,4.5
2025-02-07,2025,2,Sibolga,DT-4001,Smartwatch,Wearables,Smartwatch,Distributor,Individual,3216662,24,74883891,55849238,19034653,0.03,4.3
2025-07-12,2025,7,Gunungsitoli,DT-2002,Smartphone Lite,Electronics,Smartphone,Distributor,Business,5276852,40,170970004,110609803,60360201,0.19,4.4
2025-07-18,2025,7,Medan,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,15832734,6,57947806,45001443,12946363,0.39,3.8
2025-01-19,2025,1,Tanjungbalai,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,16955608,4,53579721,39398760,14180961,0.21,4.9
2025-06-11,2025,6,Simalungun,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,6215585,6,18646755,11340806,7305949,0.5,5.0
2025-10-13,2025,10,Asahan,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,3664542,11,36682065,24170094,12511971,0.09,4.7
2025-08-01,2025,8,Mandailing Natal,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,3551136,11,30468746,20619295,9849451,0.22,3.6
2025-06-13,2025,6,Padangsidimpuan,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,8618536,7,42230826,34626191,7604635,0.3,4.5
2025-12-22,2025,12,Tanjungbalai,DT-1001,Laptop Pro,Electronics,Laptop,Online,Business,18095924,1,9409880,5915559,3494321,0.48,4.4
2025-03-15,2025,3,Sibolga,DT-1002,Laptop Air,Electronics,Laptop,Online,Business,12301110,6,46498195,28442797,18055398,0.37,4.1
2025-02-04,2025,2,Tanjungbalai,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,8037127,7,46133108,32609778,13523330,0.18,4.3
2025-02-24,2025,2,Simalungun,DT-2002,Smartphone Lite,Electronics,Smartphone,Distributor,Individual,3526590,14,48384814,36948241,11436573,0.02,4.7
2025-07-05,2025,7,Asahan,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,17380643,20,274614159,187690411,86923748,0.21,4.2
2025-07-01,2025,7,Langkat,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,16640777,3,34945631,26122389,8823242,0.3,4.6
2025-03-05,2025,3,Pematangsiantar,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,3866303,5,11405593,8696273,2709320,0.41,4.0
2025-02-04,2025,2,Tebing Tinggi,DT-1002,Laptop Air,Electronics,Laptop,Online,Business,11938867,8,65902545,44025485,21877060,0.31,4.7
2025-11-03,2025,11,Tebing Tinggi,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,3567362,6,16267170,10979993,5287177,0.24,4.7
2025-07-31,2025,7,Pematangsiantar,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,18280452,7,69100108,44291173,24808935,0.46,4.4
2025-08-31,2025,8,Deli Serdang,DT-1002,Laptop Air,Electronics,Laptop,Distributor,Individual,12187305,15,164528617,116777930,47750687,0.1,4.9
2025-03-09,2025,3,Simalungun,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,17728738,10,131192661,105066246,26126415,0.26,4.4
2025-12-07,2025,12,Deli Serdang,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,12037779,3,18778935,11420572,7358363,0.48,3.9
2025-06-17,2025,6,Binjai,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,12599605,9,70305795,53955688,16350107,0.38,4.2
2025-05-24,2025,5,Tanjungbalai,DT-3001,Tablet Plus,Electronics,Tablet,Online,Business,6657502,6,32355459,21589261,10766198,0.19,4.9
2025-09-04,2025,9,Karo,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,12223240,8,80184454,57084581,23099873,0.18,4.8
2025-12-24,2025,12,Medan,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Business,3587417,8,16071628,10474604,5597024,0.44,4.1
2025-12-06,2025,12,Simalungun,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,15577582,19,198302618,156656366,41646252,0.33,4.7
2025-11-06,2025,11,Pematangsiantar,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,3294270,9,24904681,18283517,6621164,0.16,4.7
2025-05-24,2025,5,Sibolga,DT-1002,Laptop Air,Electronics,Laptop,Distributor,Individual,11284998,47,503875160,313138219,190736941,0.05,4.3
2025-04-16,2025,4,Tebing Tinggi,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,5705890,5,26532388,20318213,6214175,0.07,4.2
2025-07-24,2025,7,Tanjungbalai,DT-3001,Tablet Plus,Electronics,Tablet,Online,Individual,5358430,11,29471365,18302895,11168470,0.5,3.6
2025-07-20,2025,7,Binjai,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,8735857,4,19917753,12204800,7712953,0.43,4.0
2025-09-17,2025,9,Asahan,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,5530747,9,39821378,24342033,15479345,0.2,4.7
2025-01-18,2025,1,Padangsidimpuan,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,16806084,9,140666923,102179971,38486952,0.07,4.7
2025-05-03,2025,5,Pematangsiantar,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,10984095,6,50087473,31394542,18692931,0.24,4.1
2025-08-14,2025,8,Deli Serdang,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,10072019,2,15510909,11798319,3712590,0.23,3.8
2025-09-21,2025,9,Tapanuli Utara,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,13118542,10,114131315,77452646,36678669,0.13,4.8
2025-06-18,2025,6,Pematangsiantar,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,2507731,8,14043293,9902221,4141072,0.3,3.8
2025-08-07,2025,8,Karo,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,2180318,5,8176192,5406104,2770088,0.25,4.2
2025-08-28,2025,8,Gunungsitoli,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,11891520,4,43760793,33747424,10013369,0.08,4.8
2025-06-26,2025,6,Padangsidimpuan,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Business,4064023,1,2885456,2074304,811152,0.29,4.0
2025-07-27,2025,7,Langkat,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,4064260,3,7559523,5762595,1796928,0.38,4.6
2025-09-04,2025,9,Langkat,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,16424055,7,86226288,54205251,32021037,0.25,4.1
2025-06-10,2025,6,Binjai,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,11217493,6,45094321,28024001,17070320,0.33,4.0
2025-07-18,2025,7,Tebing Tinggi,DT-2002,Smartphone Lite,Electronics,Smartphone,Distributor,Individual,5664009,71,329758603,259669980,70088623,0.18,4.3
2025-06-02,2025,6,Karo,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,10583131,4,27516140,21873039,5643101,0.35,3.7
2025-09-05,2025,9,Medan,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Business,3528760,12,39804412,28258694,11545718,0.06,4.8
2025-01-07,2025,1,Deli Serdang,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,14941752,10,134475768,109974126,24501642,0.1,3.6
2025-03-02,2025,3,Karo,DT-1002,Laptop Air,Electronics,Laptop,Distributor,Individual,10971753,53,494277472,296654886,197622586,0.15,4.7
2025-11-04,2025,11,Simalungun,DT-3001,Tablet Plus,Electronics,Tablet,Distributor,Individual,7290846,33,228568022,180089077,48478945,0.05,4.7
2025-11-29,2025,11,Tanjungbalai,DT-3001,Tablet Plus,Electronics,Tablet,Online,Business,5827707,6,24126706,19161460,4965246,0.31,4.5
2025-10-06,2025,10,Tebing Tinggi,DT-3001,Tablet Plus,Electronics,Tablet,Distributor,Individual,7406791,24,172430094,139455287,32974807,0.03,4.2
2025-07-15,2025,7,Deli Serdang,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,10534214,7,36869749,29138752,7730997,0.5,4.0
2025-10-23,2025,10,Medan,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,9133304,6,49867839,36179872,13687967,0.09,4.4
2025-03-02,2025,3,Asahan,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,17316248,6,81040040,49932778,31107262,0.22,4.6
2025-01-14,2025,1,Asahan,DT-1001,Laptop Pro,Electronics,Laptop,Distributor,Individual,16701644,25,375786990,302101427,73685563,0.1,4.9
2025-03-05,2025,3,Asahan,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,16612071,15,154492260,108144252,46348008,0.38,4.1
2025-10-17,2025,10,Mandailing Natal,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,14272413,7,80924581,63366045,17558536,0.19,4.0
2025-09-02,2025,9,Tapanuli Utara,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,15645535,1,12047061,9589860,2457201,0.23,4.1
2025-08-24,2025,8,Binjai,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,12123098,1,9213554,5729442,3484112,0.24,4.6
2025-12-18,2025,12,Deli Serdang,DT-2002,Smartphone Lite,Electronics,Smartphone,Distributor,Individual,3905695,34,107562840,81347275,26215565,0.19,4.7
2025-04-14,2025,4,Karo,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,6882043,10,55056344,35431856,19624488,0.2,4.2
2025-04-13,2025,4,Asahan,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Business,3572046,6,18217434,11056098,7161336,0.15,4.1
2025-06-02,2025,6,Tanjungbalai,DT-2001,Smartphone X,Electronics,Smartphone,Online,Business,8375034,11,46062687,37517555,8545132,0.5,4.1
2025-12-25,2025,12,Deli Serdang,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,11843540,8,51164092,31763575,19400517,0.46,4.8
2025-09-17,2025,9,Karo,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Business,4787413,13,55390368,40380724,15009644,0.11,4.7
2025-02-25,2025,2,Gunungsitoli,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,18814726,1,14863633,10171166,4692467,0.21,3.7
2025-04-24,2025,4,Gunungsitoli,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,11057613,4,37595884,26410092,11185792,0.15,3.8
2025-10-20,2025,10,Tanjungbalai,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,3180296,4,8014345,5119941,2894404,0.37,3.6
2025-05-07,2025,5,Padangsidimpuan,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Business,7763753,13,85789470,55077500,30711970,0.15,4.3
2025-06-18,2025,6,Deli Serdang,DT-2001,Smartphone X,Electronics,Smartphone,Distributor,Business,7893331,31,178626080,136517266,42108814,0.27,4.1
2025-03-31,2025,3,Mandailing Natal,DT-2002,Smartphone Lite,Electronics,Smartphone,Distributor,Individual,3943288,42,129182114,81340698,47841416,0.22,4.8
2025-06-16,2025,6,Tanjungbalai,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Business,7439101,2,12200125,9832956,2367169,0.18,4.7
2025-04-14,2025,4,Karo,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,11468529,6,57113274,45848201,11265073,0.17,4.4
2025-05-02,2025,5,Padangsidimpuan,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,3220682,7,19163057,13648826,5514231,0.15,4.5
2025-02-02,2025,2,Binjai,DT-3001,Tablet Plus,Electronics,Tablet,Online,Individual,5308288,5,17251936,14078198,3173738,0.35,4.6
2025-11-16,2025,11,Simalungun,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,5419758,15,68288950,55268331,13020619,0.16,3.8
2025-07-20,2025,7,Gunungsitoli,DT-2002,Smartphone Lite,Electronics,Smartphone,Distributor,Individual,6206387,24,114694031,69463991,45230040,0.23,4.9
2025-05-12,2025,5,Asahan,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,11329041,5,50980684,41796882,9183802,0.1,4.2
2025-03-26,2025,3,Karo,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,9796655,1,6367825,5214287,1153538,0.35,4.0
2025-06-17,2025,6,Binjai,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,3835638,3,8054839,6392367,1662472,0.3,4.1
